f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,label
310,114,40,29,6,0,0,1,0,0,437,43,12,3,2,0,2,1,0,0,468,27,1,3,1,0,0,0,0,0,1
77,297,112,14,0,0,0,0,0,0,476,23,1,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
275,174,41,8,1,0,0,1,0,0,434,26,19,6,10,2,1,1,0,1,473,21,5,1,0,0,0,0,0,0,1
36,231,147,65,13,5,3,0,0,0,436,49,8,1,2,2,2,0,0,0,471,17,4,5,3,0,0,0,0,0,1
360,121,16,2,0,0,0,1,0,0,468,18,7,3,3,1,0,0,0,0,466,11,17,4,1,1,0,0,0,0,1
50,316,100,33,1,0,0,0,0,0,480,20,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
381,113,4,0,1,1,0,0,0,0,498,1,0,1,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
42,246,176,35,1,0,0,0,0,0,461,35,3,1,0,0,0,0,0,0,454,30,14,2,0,0,0,0,0,0,1
374,110,14,0,0,0,0,1,0,1,487,8,4,1,0,0,0,0,0,0,485,6,4,3,1,1,0,0,0,0,1
79,252,139,22,8,0,0,0,0,0,469,26,1,3,1,0,0,0,0,0,497,2,1,0,0,0,0,0,0,0,1
359,118,13,8,1,0,0,1,0,0,488,9,1,2,0,0,0,0,0,0,495,2,2,0,1,0,0,0,0,0,1
60,263,141,29,7,0,0,0,0,0,453,43,3,0,0,1,0,0,0,0,421,63,11,5,0,0,0,0,0,0,1
349,122,26,2,1,0,0,0,0,0,456,33,7,3,1,0,0,0,0,0,448,29,8,6,7,1,1,0,0,0,1
96,257,121,24,2,0,0,0,0,0,475,24,1,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
184,214,96,6,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
312,107,49,28,2,1,0,0,1,0,497,2,1,0,0,0,0,0,0,0,495,4,1,0,0,0,0,0,0,0,1
181,200,106,13,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
178,201,98,15,7,0,1,0,0,0,461,29,7,3,0,0,0,0,0,0,467,23,8,2,0,0,0,0,0,0,1
150,239,93,18,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
237,155,83,21,1,1,2,0,0,0,493,6,1,0,0,0,0,0,0,0,489,9,1,1,0,0,0,0,0,0,1
105,227,107,36,13,9,3,0,0,0,474,12,9,4,1,0,0,0,0,0,468,18,6,0,2,0,1,2,1,1,1
170,207,92,26,3,1,1,0,0,0,469,26,2,3,0,0,0,0,0,0,462,30,7,1,0,0,0,0,0,0,1
178,182,118,21,1,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
258,191,41,8,1,0,1,0,0,0,492,5,3,0,0,0,0,0,0,0,479,13,8,0,0,0,0,0,0,0,1
187,215,89,9,0,0,0,0,0,0,498,2,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
228,182,74,14,1,0,0,0,1,0,484,12,2,2,0,0,0,0,0,0,476,13,9,0,1,1,0,0,0,0,1
171,172,115,34,7,1,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
136,154,97,73,31,5,4,0,0,0,417,61,14,6,2,0,0,0,0,0,433,48,16,2,1,0,0,0,0,0,1
158,233,85,23,1,0,0,0,0,0,498,2,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
213,189,62,27,7,0,1,1,0,0,461,30,9,0,0,0,0,0,0,0,463,24,11,0,2,0,0,0,0,0,1
158,238,95,9,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
277,140,63,13,6,0,0,0,1,0,499,1,0,0,0,0,0,0,0,0,496,4,0,0,0,0,0,0,0,0,1
170,193,107,25,5,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
243,184,68,4,0,0,0,0,1,0,467,27,5,1,0,0,0,0,0,0,471,23,6,0,0,0,0,0,0,0,1
166,203,103,28,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
135,127,140,60,29,6,2,0,1,0,427,52,13,6,2,0,0,0,0,0,422,59,16,3,0,0,0,0,0,0,1
187,191,89,27,3,2,1,0,0,0,489,8,3,0,0,0,0,0,0,0,487,13,0,0,0,0,0,0,0,0,1
273,161,49,16,0,0,0,0,1,0,481,18,0,0,1,0,0,0,0,0,482,15,3,0,0,0,0,0,0,0,1
157,217,111,15,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
252,192,43,10,3,0,0,0,0,0,482,13,3,2,0,0,0,0,0,0,485,12,3,0,0,0,0,0,0,0,1
145,233,96,14,6,3,2,1,0,0,490,7,3,0,0,0,0,0,0,0,497,2,1,0,0,0,0,0,0,0,1
205,194,77,18,3,2,1,0,0,0,462,30,8,0,0,0,0,0,0,0,475,19,6,0,0,0,0,0,0,0,1
187,221,66,16,8,2,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
239,176,69,13,3,0,0,0,0,0,490,8,1,1,0,0,0,0,0,0,490,8,1,1,0,0,0,0,0,0,1
172,205,112,11,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
247,162,62,28,0,1,0,0,0,0,481,14,3,2,0,0,0,0,0,0,476,14,8,1,0,0,0,1,0,0,1
182,177,103,30,8,0,0,0,0,0,495,4,1,0,0,0,0,0,0,0,498,2,0,0,0,0,0,0,0,0,1
259,167,67,6,0,0,0,1,0,0,495,1,2,1,1,0,0,0,0,0,497,2,1,0,0,0,0,0,0,0,1
149,261,60,21,9,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
204,238,47,10,0,0,0,0,1,0,470,21,8,1,0,0,0,0,0,0,463,26,9,1,1,0,0,0,0,0,1
155,253,77,11,4,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
270,168,54,3,4,0,0,1,0,0,491,6,1,1,0,1,0,0,0,0,487,11,1,0,1,0,0,0,0,0,1
153,236,74,33,3,1,0,0,0,0,497,3,0,0,0,0,0,0,0,0,497,3,0,0,0,0,0,0,0,0,1
205,203,68,17,5,2,0,0,0,0,478,18,3,0,0,0,0,0,0,0,460,20,15,2,2,0,0,1,0,0,1
164,181,119,36,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
294,133,65,5,1,1,1,0,0,0,496,4,0,0,0,0,0,0,0,0,497,3,0,0,0,0,0,0,0,0,1
145,221,110,21,2,1,0,0,0,0,498,2,0,0,0,0,0,0,0,0,494,6,0,0,0,0,0,0,0,0,1
234,188,70,5,1,1,1,0,0,0,487,10,2,1,0,0,0,0,0,0,491,7,2,0,0,0,0,0,0,0,1
154,234,82,25,4,1,0,0,0,0,499,0,1,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
257,160,60,17,3,0,0,2,0,0,496,3,1,0,0,0,0,0,0,0,498,1,1,0,0,0,0,0,0,0,1
160,196,115,21,8,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
254,176,60,8,1,0,0,1,0,0,492,7,1,0,0,0,0,0,0,0,495,5,0,0,0,0,0,0,0,0,1
162,219,102,17,0,0,0,0,0,0,498,2,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
270,170,42,14,3,0,0,0,1,0,499,1,0,0,0,0,0,0,0,0,491,9,0,0,0,0,0,0,0,0,1
156,232,103,9,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,486,14,0,0,0,0,0,0,0,0,1
285,165,41,8,1,0,0,0,0,0,492,7,1,0,0,0,0,0,0,0,495,5,0,0,0,0,0,0,0,0,1
194,211,75,15,5,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
176,127,94,65,26,10,2,0,0,0,446,45,6,3,0,0,0,0,0,0,439,49,11,0,1,0,0,0,0,0,1
123,196,98,51,31,1,0,0,0,0,486,9,5,0,0,0,0,0,0,0,497,3,0,0,0,0,0,0,0,0,1
271,137,64,23,5,0,0,0,0,0,484,10,4,1,0,1,0,0,0,0,487,7,5,0,1,0,0,0,0,0,1
255,241,4,0,0,0,0,0,0,0,497,3,0,0,0,0,0,0,0,0,457,41,2,0,0,0,0,0,0,0,1
486,13,1,0,0,0,0,0,0,0,493,7,0,0,0,0,0,0,0,0,456,39,4,1,0,0,0,0,0,0,1
266,220,14,0,0,0,0,0,0,0,498,2,0,0,0,0,0,0,0,0,438,61,1,0,0,0,0,0,0,0,1
488,12,0,0,0,0,0,0,0,0,488,12,0,0,0,0,0,0,0,0,462,37,0,1,0,0,0,0,0,0,1
303,172,22,1,0,0,1,1,0,0,488,10,2,0,0,0,0,0,0,0,463,34,2,1,0,0,0,0,0,0,1
486,13,0,1,0,0,0,0,0,0,493,7,0,0,0,0,0,0,0,0,437,60,3,0,0,0,0,0,0,0,1
282,192,21,2,1,1,1,0,0,0,494,4,2,0,0,0,0,0,0,0,471,26,3,0,0,0,0,0,0,0,1
490,9,1,0,0,0,0,0,0,0,497,3,0,0,0,0,0,0,0,0,459,37,4,0,0,0,0,0,0,0,1
248,245,4,2,0,1,0,0,0,0,490,8,2,0,0,0,0,0,0,0,427,67,6,0,0,0,0,0,0,0,1
458,42,0,0,0,0,0,0,0,0,485,14,0,1,0,0,0,0,0,0,438,58,4,0,0,0,0,0,0,0,1
234,237,23,5,1,0,0,0,0,0,491,7,1,1,0,0,0,0,0,0,418,79,3,0,0,0,0,0,0,0,1
473,27,0,0,0,0,0,0,0,0,487,12,1,0,0,0,0,0,0,0,442,54,4,0,0,0,0,0,0,0,1
237,234,24,2,2,0,1,0,0,0,477,20,2,1,0,0,0,0,0,0,424,64,10,2,0,0,0,0,0,0,1
474,26,0,0,0,0,0,0,0,0,487,13,0,0,0,0,0,0,0,0,461,37,2,0,0,0,0,0,0,0,1
256,207,33,0,4,0,0,0,0,0,490,6,4,0,0,0,0,0,0,0,434,63,3,0,0,0,0,0,0,0,1
481,17,1,1,0,0,0,0,0,0,494,6,0,0,0,0,0,0,0,0,480,20,0,0,0,0,0,0,0,0,1
273,197,25,1,1,2,0,0,1,0,493,6,0,0,1,0,0,0,0,0,452,47,1,0,0,0,0,0,0,0,1
490,10,0,0,0,0,0,0,0,0,495,5,0,0,0,0,0,0,0,0,457,41,2,0,0,0,0,0,0,0,1
241,232,23,2,1,0,0,1,0,0,496,4,0,0,0,0,0,0,0,0,459,40,1,0,0,0,0,0,0,0,1
473,25,2,0,0,0,0,0,0,0,493,7,0,0,0,0,0,0,0,0,458,40,2,0,0,0,0,0,0,0,1
268,206,20,4,0,0,1,1,0,0,488,11,0,0,0,0,0,1,0,0,445,49,6,0,0,0,0,0,0,0,1
489,10,1,0,0,0,0,0,0,0,489,9,1,0,1,0,0,0,0,0,469,31,0,0,0,0,0,0,0,0,1
234,234,23,6,2,0,1,0,0,0,487,11,2,0,0,0,0,0,0,0,435,63,2,0,0,0,0,0,0,0,1
459,40,0,1,0,0,0,0,0,0,468,21,6,3,1,0,1,0,0,0,443,39,8,5,3,1,1,0,0,0,1
255,215,26,1,0,2,1,0,0,0,493,7,0,0,0,0,0,0,0,0,433,63,4,0,0,0,0,0,0,0,1
457,41,1,1,0,0,0,0,0,0,496,4,0,0,0,0,0,0,0,0,465,32,2,0,1,0,0,0,0,0,1
243,232,21,1,0,2,0,1,0,0,490,10,0,0,0,0,0,0,0,0,450,45,5,0,0,0,0,0,0,0,1
465,33,1,0,1,0,0,0,0,0,493,7,0,0,0,0,0,0,0,0,460,36,3,1,0,0,0,0,0,0,1
214,258,25,0,0,0,1,2,0,0,486,11,2,1,0,0,0,0,0,0,447,44,8,0,0,1,0,0,0,0,1
467,31,1,1,0,0,0,0,0,0,496,3,1,0,0,0,0,0,0,0,451,44,4,1,0,0,0,0,0,0,1
255,207,33,2,1,1,0,1,0,0,493,6,0,1,0,0,0,0,0,0,454,39,6,1,0,0,0,0,0,0,1
434,61,0,2,1,2,0,0,0,0,480,16,3,1,0,0,0,0,0,0,443,50,5,2,0,0,0,0,0,0,1
211,265,24,0,0,0,0,0,0,0,495,5,0,0,0,0,0,0,0,0,450,48,2,0,0,0,0,0,0,0,1
467,25,5,2,0,0,1,0,0,0,493,4,1,0,0,0,0,0,0,2,459,36,4,1,0,0,0,0,0,0,1
232,241,27,0,0,0,0,0,0,0,495,5,0,0,0,0,0,0,0,0,465,33,2,0,0,0,0,0,0,0,1
469,30,0,1,0,0,0,0,0,0,492,7,1,0,0,0,0,0,0,0,457,40,3,0,0,0,0,0,0,0,1
227,242,30,0,0,1,0,0,0,0,496,4,0,0,0,0,0,0,0,0,440,57,3,0,0,0,0,0,0,0,1
474,17,7,1,1,0,0,0,0,0,492,6,0,0,1,0,0,0,0,0,456,39,3,0,0,0,0,0,0,1,1
211,266,21,1,0,1,0,0,0,0,498,2,0,0,0,0,0,0,0,0,441,58,1,0,0,0,0,0,0,0,1
480,19,0,1,0,0,0,0,0,0,497,3,0,0,0,0,0,0,0,0,470,29,1,0,0,0,0,0,0,0,1
200,265,31,0,2,2,0,0,0,0,489,7,2,0,0,1,0,1,0,0,426,66,7,1,0,0,0,0,0,0,1
437,58,2,1,0,0,1,1,0,0,489,8,2,0,1,0,0,0,0,0,439,57,3,1,0,0,0,0,0,0,1
230,247,23,0,0,0,0,0,0,0,496,4,0,0,0,0,0,0,0,0,442,53,4,1,0,0,0,0,0,0,1
493,5,0,2,0,0,0,0,0,0,488,11,1,0,0,0,0,0,0,0,464,34,2,0,0,0,0,0,0,0,1
224,236,28,8,2,0,0,1,1,0,492,6,0,1,1,0,0,0,0,0,452,47,1,0,0,0,0,0,0,0,1
456,42,2,0,0,0,0,0,0,0,494,6,0,0,0,0,0,0,0,0,452,45,3,0,0,0,0,0,0,0,1
228,238,21,12,0,0,0,1,0,0,496,4,0,0,0,0,0,0,0,0,460,38,2,0,0,0,0,0,0,0,1
455,44,0,0,1,0,0,0,0,0,491,9,0,0,0,0,0,0,0,0,470,27,1,1,1,0,0,0,0,0,1
197,263,33,4,1,1,0,0,1,0,492,6,1,1,0,0,0,0,0,0,449,48,2,0,1,0,0,0,0,0,1
461,38,0,1,0,0,0,0,0,0,496,3,1,0,0,0,0,0,0,0,470,30,0,0,0,0,0,0,0,0,1
244,230,20,2,0,2,1,0,0,1,497,2,1,0,0,0,0,0,0,0,471,27,2,0,0,0,0,0,0,0,1
455,44,0,1,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,465,32,3,0,0,0,0,0,0,0,1
260,195,40,3,1,0,1,0,0,0,495,5,0,0,0,0,0,0,0,0,467,25,7,1,0,0,0,0,0,0,1
454,45,1,0,0,0,0,0,0,0,492,6,2,0,0,0,0,0,0,0,448,52,0,0,0,0,0,0,0,0,1
248,228,20,0,1,0,1,1,0,0,487,13,0,0,0,0,0,0,0,0,458,40,2,0,0,0,0,0,0,0,1
460,38,1,1,0,0,0,0,0,0,495,4,0,0,0,0,0,1,0,0,466,30,3,0,0,1,0,0,0,0,1
420,78,1,0,1,0,0,0,0,0,498,1,0,0,0,1,0,0,0,0,482,17,0,0,1,0,0,0,0,0,1
348,132,12,6,2,0,0,0,0,0,498,2,0,0,0,0,0,0,0,0,456,44,0,0,0,0,0,0,0,0,1
393,102,5,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,454,46,0,0,0,0,0,0,0,0,1
369,114,13,3,1,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,463,34,3,0,0,0,0,0,0,0,1
389,105,4,1,0,1,0,0,0,0,497,2,1,0,0,0,0,0,0,0,463,35,2,0,0,0,0,0,0,0,1
370,110,19,1,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,452,47,1,0,0,0,0,0,0,0,1
398,99,2,1,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,457,42,1,0,0,0,0,0,0,0,1
350,140,8,2,0,0,0,0,0,0,497,2,0,0,0,0,1,0,0,0,460,38,1,0,0,0,0,1,0,0,1
370,128,1,0,1,0,0,0,0,0,499,0,0,0,0,0,0,0,0,0,475,23,1,0,0,0,0,0,0,0,1
372,111,14,2,1,0,0,0,0,0,494,5,0,0,1,0,0,0,0,0,445,53,1,1,0,0,0,0,0,0,1
414,80,6,0,0,0,0,0,0,0,498,2,0,0,0,0,0,0,0,0,454,45,1,0,0,0,0,0,0,0,1
302,178,18,1,0,0,1,0,0,0,498,2,0,0,0,0,0,0,0,0,439,60,1,0,0,0,0,0,0,0,1
372,121,7,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,468,31,1,0,0,0,0,0,0,0,1
350,134,13,0,2,1,0,0,0,0,500,0,0,0,0,0,0,0,0,0,459,41,0,0,0,0,0,0,0,0,1
385,109,6,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,474,24,2,0,0,0,0,0,0,0,1
346,133,18,0,1,0,1,1,0,0,495,5,0,0,0,0,0,0,0,0,462,35,3,0,0,0,0,0,0,0,1
373,125,2,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,479,21,0,0,0,0,0,0,0,0,1
343,130,19,5,0,3,0,0,0,0,496,4,0,0,0,0,0,0,0,0,462,35,3,0,0,0,0,0,0,0,1
363,136,0,1,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,452,45,3,0,0,0,0,0,0,0,1
361,117,19,1,1,0,0,0,0,0,494,6,0,0,0,0,0,0,0,0,461,37,2,0,0,0,0,0,0,0,1
352,146,2,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,470,29,1,0,0,0,0,0,0,0,1
355,127,15,0,1,1,0,0,1,0,495,5,0,0,0,0,0,0,0,0,453,44,3,0,0,0,0,0,0,0,1
348,140,11,1,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,461,36,3,0,0,0,0,0,0,0,1
353,125,18,1,1,0,2,0,0,0,490,8,2,0,0,0,0,0,0,0,454,41,2,2,1,0,0,0,0,0,1
345,149,6,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,480,19,1,0,0,0,0,0,0,0,1
342,136,18,2,1,0,1,0,0,0,494,5,0,1,0,0,0,0,0,0,453,44,2,0,1,0,0,0,0,0,1
364,130,5,1,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,476,24,0,0,0,0,0,0,0,0,1
352,125,21,0,1,0,0,0,1,0,486,13,1,0,0,0,0,0,0,0,456,41,3,0,0,0,0,0,0,0,1
358,134,7,0,1,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,480,18,2,0,0,0,0,0,0,0,1
385,97,15,1,2,0,0,0,0,0,494,6,0,0,0,0,0,0,0,0,458,41,1,0,0,0,0,0,0,0,1
326,165,8,1,0,0,0,0,0,0,496,4,0,0,0,0,0,0,0,0,458,41,1,0,0,0,0,0,0,0,1
404,82,11,0,1,0,2,0,0,0,498,2,0,0,0,0,0,0,0,0,459,40,1,0,0,0,0,0,0,0,1
315,175,10,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,464,35,1,0,0,0,0,0,0,0,1
357,119,21,0,1,1,1,0,0,0,494,5,0,0,1,0,0,0,0,0,461,38,1,0,0,0,0,0,0,0,1
359,135,6,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,446,53,1,0,0,0,0,0,0,0,1
352,128,15,0,2,1,1,1,0,0,494,5,1,0,0,0,0,0,0,0,464,34,2,0,0,0,0,0,0,0,1
359,134,7,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,461,37,1,1,0,0,0,0,0,0,1
355,121,15,6,3,0,0,0,0,0,495,5,0,0,0,0,0,0,0,0,454,43,2,1,0,0,0,0,0,0,1
359,138,3,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,431,65,4,0,0,0,0,0,0,0,1
327,157,14,2,0,0,0,0,0,0,495,5,0,0,0,0,0,0,0,0,457,43,0,0,0,0,0,0,0,0,1
354,140,6,0,0,0,0,0,0,0,499,0,1,0,0,0,0,0,0,0,482,18,0,0,0,0,0,0,0,0,1
334,145,18,2,0,0,0,1,0,0,494,4,2,0,0,0,0,0,0,0,437,55,7,1,0,0,0,0,0,0,1
368,125,7,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,467,32,1,0,0,0,0,0,0,0,1
316,165,16,2,0,1,0,0,0,0,499,1,0,0,0,0,0,0,0,0,474,26,0,0,0,0,0,0,0,0,1
356,143,1,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,457,42,1,0,0,0,0,0,0,0,1
375,104,18,2,0,1,0,0,0,0,495,5,0,0,0,0,0,0,0,0,466,31,3,0,0,0,0,0,0,0,1
332,153,14,1,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,484,16,0,0,0,0,0,0,0,0,1
324,159,14,0,2,0,0,1,0,0,498,2,0,0,0,0,0,0,0,0,473,24,3,0,0,0,0,0,0,0,1
355,135,10,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,437,57,6,0,0,0,0,0,0,0,1
352,131,15,0,1,1,0,0,0,0,497,3,0,0,0,0,0,0,0,0,451,47,2,0,0,0,0,0,0,0,1
341,150,8,1,0,0,0,0,0,0,498,2,0,0,0,0,0,0,0,0,479,20,1,0,0,0,0,0,0,0,1
370,120,8,1,0,0,1,0,0,0,497,3,0,0,0,0,0,0,0,0,450,47,3,0,0,0,0,0,0,0,1
332,150,17,1,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,398,94,8,0,0,0,0,0,0,0,1
361,111,25,2,0,0,0,1,0,0,500,0,0,0,0,0,0,0,0,0,443,57,0,0,0,0,0,0,0,0,1
322,171,7,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,425,71,4,0,0,0,0,0,0,0,1
344,146,9,1,0,0,0,0,0,0,495,5,0,0,0,0,0,0,0,0,460,36,4,0,0,0,0,0,0,0,1
257,192,45,6,0,0,0,0,0,0,486,8,2,0,1,1,1,1,0,0,493,4,2,1,0,0,0,0,0,0,1
185,202,83,23,6,0,0,1,0,0,475,21,1,0,1,1,1,0,0,0,492,2,2,2,0,1,1,0,0,0,1
240,176,75,9,0,0,0,0,0,0,486,10,2,1,0,0,0,0,0,1,495,3,1,1,0,0,0,0,0,0,1
165,216,97,21,0,0,0,1,0,0,446,37,10,4,2,1,0,0,0,0,472,21,2,1,2,1,1,0,0,0,1
270,164,61,5,0,0,0,0,0,0,489,10,0,0,0,0,0,1,0,0,499,0,1,0,0,0,0,0,0,0,1
207,183,75,29,4,1,0,0,0,0,477,20,3,0,0,0,0,0,0,0,489,6,3,2,0,0,0,0,0,0,1
265,171,59,5,0,0,0,0,0,0,495,5,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
173,210,79,33,4,1,0,0,0,0,437,39,12,8,1,2,0,1,0,0,441,26,23,5,3,2,0,0,0,0,1
270,163,50,12,4,1,0,0,0,0,489,10,0,0,0,0,0,1,0,0,500,0,0,0,0,0,0,0,0,0,1
146,199,80,51,21,3,0,0,0,0,416,53,24,5,1,0,0,1,0,0,401,64,22,8,2,3,0,0,0,0,1
294,118,61,20,5,2,0,0,0,0,473,22,3,1,1,0,0,0,0,0,475,15,6,3,1,0,0,0,0,0,1
147,226,119,6,1,1,0,0,0,0,426,44,15,8,5,0,1,1,0,0,435,35,16,10,1,2,1,0,0,0,1
254,158,77,11,0,0,0,0,0,0,491,9,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
170,211,91,23,4,0,0,1,0,0,467,26,6,0,0,1,0,0,0,0,474,16,5,3,2,0,0,0,0,0,1
292,158,47,3,0,0,0,0,0,0,490,10,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
201,204,81,12,1,0,0,0,1,0,482,17,0,0,0,1,0,0,0,0,499,1,0,0,0,0,0,0,0,0,1
252,209,37,2,0,0,0,0,0,0,487,13,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
173,202,103,18,4,0,0,0,0,0,468,20,7,3,0,2,0,0,0,0,467,18,4,5,2,2,2,0,0,0,1
270,162,61,7,0,0,0,0,0,0,491,8,1,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
177,238,79,6,0,0,0,0,0,0,451,34,10,4,0,1,0,0,0,0,449,23,12,9,2,2,1,1,0,1,1
261,163,75,1,0,0,0,0,0,0,488,11,0,0,1,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,1
162,243,75,18,1,0,1,0,0,0,458,29,9,3,1,0,0,0,0,0,479,17,3,1,0,0,0,0,0,0,1
228,156,67,21,16,9,3,0,0,0,473,24,2,0,0,0,1,0,0,0,498,2,0,0,0,0,0,0,0,0,1
186,210,79,22,2,0,1,0,0,0,464,28,6,0,1,1,0,0,0,0,469,16,8,6,0,0,0,0,0,0,1
229,197,67,7,0,0,0,0,0,0,484,13,2,1,0,0,0,0,0,0,499,0,1,0,0,0,0,0,0,0,1
243,166,74,16,0,0,0,1,0,0,484,12,1,2,0,1,0,0,0,0,477,19,4,0,0,0,0,0,0,0,1
265,198,36,1,0,0,0,0,0,0,491,9,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
214,198,74,12,1,0,1,0,0,0,484,14,1,0,0,0,0,1,0,0,497,3,0,0,0,0,0,0,0,0,1
240,216,44,0,0,0,0,0,0,0,492,8,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
178,199,87,30,5,1,0,0,0,0,464,24,7,5,0,0,0,0,0,0,475,17,7,1,0,0,0,0,0,0,1
264,151,76,9,0,0,0,0,0,0,484,14,1,1,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
145,230,106,14,5,0,0,0,0,0,427,48,11,6,1,5,0,2,0,0,430,28,16,11,8,3,4,0,0,0,1
229,188,67,16,0,0,0,0,0,0,485,15,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
110,245,102,13,12,4,4,10,0,0,404,49,25,13,3,5,1,0,0,0,431,43,17,6,3,0,0,0,0,0,1
206,221,71,2,0,0,0,0,0,0,489,11,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
212,167,99,15,5,0,1,0,1,0,484,16,0,0,0,0,0,0,0,0,492,5,2,0,0,1,0,0,0,0,1
236,183,75,6,0,0,0,0,0,0,492,7,0,0,0,0,0,0,1,0,500,0,0,0,0,0,0,0,0,0,1
107,208,134,43,7,1,0,0,0,0,386,84,18,5,6,1,0,0,0,0,371,99,26,3,1,0,0,0,0,0,1
252,173,57,17,1,0,0,0,0,0,475,20,4,0,0,1,0,0,0,0,481,15,2,2,0,0,0,0,0,0,1
142,206,100,32,16,4,0,0,0,0,448,32,6,8,3,1,1,1,0,0,456,29,10,3,2,0,0,0,0,0,1
220,194,75,10,1,0,0,0,0,0,492,7,1,0,0,0,0,0,0,0,499,0,1,0,0,0,0,0,0,0,1
60,170,153,72,29,11,5,0,0,0,378,74,27,9,8,1,3,0,0,0,425,52,15,3,5,0,0,0,0,0,1
