f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,label
209,70,42,24,18,16,4,4,4,209,70,42,24,18,16,209,70,42,24,1
60,27,16,7,4,0,0,1,1,60,27,16,7,4,0,60,27,16,7,1
172,66,33,29,15,7,2,3,0,172,66,33,29,15,7,172,66,33,29,1
112,32,18,4,11,5,3,0,1,112,32,18,4,11,5,112,32,18,4,1
153,70,40,33,29,12,7,5,3,153,70,40,33,29,12,153,70,40,33,1
66,23,18,4,4,2,4,2,0,66,23,18,4,4,2,66,23,18,4,1
126,50,26,15,14,7,5,5,2,126,50,26,15,14,7,126,50,26,15,1
87,26,11,8,5,6,0,0,0,87,26,11,8,5,6,87,26,11,8,1
165,60,43,34,16,13,7,4,2,165,60,43,34,16,13,165,60,43,34,1
50,25,8,6,5,2,1,1,1,50,25,8,6,5,2,50,25,8,6,1
116,47,32,16,13,9,7,2,0,116,47,32,16,13,9,116,47,32,16,1
61,18,9,6,5,0,2,2,0,61,18,9,6,5,0,61,18,9,6,1
165,78,53,33,15,7,10,5,4,165,78,53,33,15,7,165,78,53,33,1
48,23,5,8,3,2,2,0,1,48,23,5,8,3,2,48,23,5,8,1
172,73,45,27,11,5,3,2,5,172,73,45,27,11,5,172,73,45,27,1
34,16,9,5,2,1,1,0,1,34,16,9,5,2,1,34,16,9,5,1
198,85,37,29,12,14,10,1,2,198,85,37,29,12,14,198,85,37,29,1
64,25,14,2,4,0,3,1,0,64,25,14,2,4,0,64,25,14,2,1
206,88,55,22,22,14,10,6,4,206,88,55,22,22,14,206,88,55,22,1
88,28,19,12,4,2,2,0,3,88,28,19,12,4,2,88,28,19,12,1
204,99,39,35,14,13,7,4,3,204,99,39,35,14,13,204,99,39,35,1
86,15,24,9,6,9,2,1,2,86,15,24,9,6,9,86,15,24,9,1
177,86,54,27,25,12,6,10,9,177,86,54,27,25,12,177,86,54,27,1
107,28,10,9,6,4,3,0,1,107,28,10,9,6,4,107,28,10,9,1
194,90,51,31,29,13,6,9,6,194,90,51,31,29,13,194,90,51,31,1
175,37,23,13,10,4,4,2,2,175,37,23,13,10,4,175,37,23,13,1
183,91,42,43,28,13,3,4,4,183,91,42,43,28,13,183,91,42,43,1
134,47,22,16,7,4,2,5,1,134,47,22,16,7,4,134,47,22,16,1
2,2,1,0,0,0,0,0,0,2,2,1,0,0,0,2,2,1,0,0
2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,0,0,0
4,1,1,1,0,0,0,0,0,4,1,1,1,0,0,4,1,1,1,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
8,0,2,1,0,0,0,0,0,8,0,2,1,0,0,8,0,2,1,0
1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,0,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0
2,2,1,0,0,0,0,0,0,2,2,1,0,0,0,2,2,1,0,0
5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0
2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
2,4,0,0,0,0,0,0,0,2,4,0,0,0,0,2,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,0,1,0,0,0,0,0,3,5,0,1,0,0,3,5,0,1,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2,3,0,0,0,0,0,0,0,2,3,0,0,0,0,2,3,0,0,0
3,2,0,0,0,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0
5,3,3,1,0,0,0,0,0,5,3,3,1,0,0,5,3,3,1,0
2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,2,2,2,0,0
4,0,1,0,0,0,0,0,0,4,0,1,0,0,0,4,0,1,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2,3,1,0,0,0,0,0,0,2,3,1,0,0,0,2,3,1,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,0,1,0,0,0,0,0,0,3,0,1,0,0,0,3,0,1,0,0
1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
3,1,1,0,0,0,0,0,0,3,1,1,0,0,0,3,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,0,0,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0
2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
3,2,0,0,0,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4,3,0,0,0,0,0,0,0,4,3,0,0,0,0,4,3,0,0,0
4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0
2,1,1,0,0,0,0,0,0,2,1,1,0,0,0,2,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3,2,1,0,0,0,0,0,0,3,2,1,0,0,0,3,2,1,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4,1,1,0,0,0,0,0,0,4,1,1,0,0,0,4,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,2,0,0,0,0,0,0,7,0,2,0,0,0,7,0,2,0,0
2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0
2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4,1,1,0,0,0,0,0,0,4,1,1,0,0,0,4,1,1,0,0
3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0
2,2,1,0,0,0,0,0,0,2,2,1,0,0,0,2,2,1,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6,0,1,0,0,0,0,0,0,6,0,1,0,0,0,6,0,1,0,0
1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
4,2,1,0,0,0,0,0,0,4,2,1,0,0,0,4,2,1,0,0
3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5,1,0,0,0,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0
3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0
1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0
3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0
3,2,1,0,0,0,0,0,0,3,2,1,0,0,0,3,2,1,0,0
3,1,0,0,0,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0
2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
7,1,0,0,0,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0
0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
4,2,0,1,0,0,0,0,0,4,2,0,1,0,0,4,2,0,1,0
1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
3,2,0,0,0,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0
2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
3,1,0,0,0,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0
1,4,0,0,0,0,0,0,0,1,4,0,0,0,0,1,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,0,0,0,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0
1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,2,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7,4,1,0,0,0,0,0,0,7,4,1,0,0,0,7,4,1,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
9,2,0,0,1,0,0,0,0,9,2,0,0,1,0,9,2,0,0,0
1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0
3,2,0,0,0,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0
2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
5,1,2,0,0,0,0,0,0,5,1,2,0,0,0,5,1,2,0,0
2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
1,2,0,1,1,0,0,0,0,1,2,0,1,1,0,1,2,0,1,0
3,2,1,0,0,0,0,0,0,3,2,1,0,0,0,3,2,1,0,0
3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,1,2,0,0,0,0,0,0,3,1,2,0,0,0,3,1,2,0,0
2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,0,0,1
4,2,0,0,0,0,0,0,0,4,2,0,0,0,0,4,2,0,0,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
5,1,1,0,0,0,0,0,0,5,1,1,0,0,0,5,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1
1,2,1,0,0,0,0,0,0,1,2,1,0,0,0,1,2,1,0,1
2,1,0,1,0,0,0,0,0,2,1,0,1,0,0,2,1,0,1,1
41,18,20,13,7,1,0,0,0,41,18,20,13,7,1,41,18,20,13,1
1,3,1,2,0,0,0,0,0,1,3,1,2,0,0,1,3,1,2,1
17,4,4,4,0,0,0,0,0,17,4,4,4,0,0,17,4,4,4,1
2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1
24,14,8,5,0,0,0,0,0,24,14,8,5,0,0,24,14,8,5,1
25,18,30,37,29,3,3,0,0,25,18,30,37,29,3,25,18,30,37,1
14,5,5,2,1,0,0,0,0,14,5,5,2,1,0,14,5,5,2,1
14,0,1,1,0,0,0,0,0,14,0,1,1,0,0,14,0,1,1,1
29,17,19,13,4,0,0,0,0,29,17,19,13,4,0,29,17,19,13,1
36,25,7,5,2,3,0,0,0,36,25,7,5,2,3,36,25,7,5,1
60,32,30,22,8,7,3,0,1,60,32,30,22,8,7,60,32,30,22,1
2,2,1,0,0,0,0,0,0,2,2,1,0,0,0,2,2,1,0,1
19,6,9,3,0,1,0,0,0,19,6,9,3,0,1,19,6,9,3,1
3,4,3,1,1,0,0,0,0,3,4,3,1,1,0,3,4,3,1,1
1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,0,0,1
1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,0,0,1
23,13,7,3,3,0,0,0,0,23,13,7,3,3,0,23,13,7,3,1
1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
56,30,20,13,10,6,1,0,0,56,30,20,13,10,6,56,30,20,13,1
137,75,54,46,32,15,6,3,1,137,75,54,46,32,15,137,75,54,46,1
108,44,36,30,32,10,3,1,0,108,44,36,30,32,10,108,44,36,30,1
2,7,0,0,0,0,0,0,0,2,7,0,0,0,0,2,7,0,0,1
17,11,4,0,0,0,0,0,0,17,11,4,0,0,0,17,11,4,0,1
36,8,8,5,3,1,3,1,0,36,8,8,5,3,1,36,8,8,5,1
25,8,4,1,1,1,0,0,0,25,8,4,1,1,1,25,8,4,1,1
16,13,5,2,2,0,0,0,0,16,13,5,2,2,0,16,13,5,2,1
2,0,1,0,0,1,0,0,0,2,0,1,0,0,1,2,0,1,0,1
138,68,47,20,10,5,5,1,0,138,68,47,20,10,5,138,68,47,20,1
64,63,68,65,29,9,4,1,0,64,63,68,65,29,9,64,63,68,65,1
6,1,2,1,0,0,0,0,0,6,1,2,1,0,0,6,1,2,1,1
31,9,7,3,1,2,1,0,0,31,9,7,3,1,2,31,9,7,3,1
27,19,13,14,3,1,0,1,0,27,19,13,14,3,1,27,19,13,14,1
14,1,3,4,1,1,0,0,0,14,1,3,4,1,1,14,1,3,4,1
1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1
38,14,4,5,9,1,0,0,0,38,14,4,5,9,1,38,14,4,5,1
72,46,47,35,35,14,5,0,0,72,46,47,35,35,14,72,46,47,35,1
38,18,12,9,3,2,0,0,1,38,18,12,9,3,2,38,18,12,9,1
1,1,2,1,0,0,0,0,0,1,1,2,1,0,0,1,1,2,1,1
27,14,15,7,1,0,0,0,0,27,14,15,7,1,0,27,14,15,7,1
5,1,0,0,0,0,0,0,0,5,1,0,0,0,0,5,1,0,0,1
12,2,2,2,0,0,0,0,0,12,2,2,2,0,0,12,2,2,2,1
85,69,39,59,35,12,1,0,0,85,69,39,59,35,12,85,69,39,59,1
152,102,54,51,35,24,12,1,0,152,102,54,51,35,24,152,102,54,51,1
1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
22,11,3,0,0,0,0,0,0,22,11,3,0,0,0,22,11,3,0,1
24,15,16,18,6,3,0,0,0,24,15,16,18,6,3,24,15,16,18,1
128,69,66,82,21,9,0,0,1,128,69,66,82,21,9,128,69,66,82,1
34,11,2,0,0,0,0,0,0,34,11,2,0,0,0,34,11,2,0,1
9,1,3,0,0,0,0,0,0,9,1,3,0,0,0,9,1,3,0,1
1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
99,43,37,26,5,4,1,0,0,99,43,37,26,5,4,99,43,37,26,1
7,4,13,10,2,0,0,0,0,7,4,13,10,2,0,7,4,13,10,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,2,0,1,0,1
69,39,32,21,31,13,11,3,1,69,39,32,21,31,13,69,39,32,21,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
30,22,16,16,13,6,10,0,1,30,22,16,16,13,6,30,22,16,16,1
14,7,0,2,3,1,0,0,0,14,7,0,2,3,1,14,7,0,2,1
19,11,0,7,6,4,0,0,0,19,11,0,7,6,4,19,11,0,7,1
26,15,7,6,1,0,1,0,0,26,15,7,6,1,0,26,15,7,6,1
25,12,3,2,0,0,0,0,0,25,12,3,2,0,0,25,12,3,2,1
2,1,1,0,2,0,0,0,0,2,1,1,0,2,0,2,1,1,0,1
134,126,77,41,29,3,3,1,0,134,126,77,41,29,3,134,126,77,41,1
72,29,30,14,21,11,4,1,0,72,29,30,14,21,11,72,29,30,14,1
48,28,13,19,12,5,3,1,1,48,28,13,19,12,5,48,28,13,19,1
2,1,2,0,0,0,0,0,0,2,1,2,0,0,0,2,1,2,0,1
100,56,48,54,58,38,31,13,9,100,56,48,54,58,38,100,56,48,54,1
3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,1
13,9,8,10,12,0,1,0,0,13,9,8,10,12,0,13,9,8,10,1
11,3,2,0,0,0,0,0,0,11,3,2,0,0,0,11,3,2,0,1
60,20,14,7,3,0,0,0,0,60,20,14,7,3,0,60,20,14,7,1
6,2,6,2,5,0,2,0,0,6,2,6,2,5,0,6,2,6,2,1
18,10,7,4,2,0,0,0,0,18,10,7,4,2,0,18,10,7,4,1
4,2,1,1,0,0,0,0,0,4,2,1,1,0,0,4,2,1,1,1
37,26,8,17,10,6,0,1,0,37,26,8,17,10,6,37,26,8,17,1
33,14,1,6,2,0,1,0,0,33,14,1,6,2,0,33,14,1,6,1
7,2,3,3,1,0,0,0,0,7,2,3,3,1,0,7,2,3,3,1
16,6,3,5,3,0,0,0,0,16,6,3,5,3,0,16,6,3,5,1
19,6,7,3,3,0,0,0,0,19,6,7,3,3,0,19,6,7,3,1
2,3,0,0,0,0,0,0,0,2,3,0,0,0,0,2,3,0,0,1
14,7,4,9,1,1,0,0,0,14,7,4,9,1,1,14,7,4,9,1
1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
67,27,14,19,13,10,8,1,0,67,27,14,19,13,10,67,27,14,19,1
21,25,21,2,2,1,0,0,0,21,25,21,2,2,1,21,25,21,2,1
44,24,21,13,28,25,21,3,2,44,24,21,13,28,25,44,24,21,13,1
2,1,1,0,0,0,0,0,0,2,1,1,0,0,0,2,1,1,0,1
2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1
16,9,2,4,5,1,0,0,0,16,9,2,4,5,1,16,9,2,4,1
12,9,6,2,1,0,1,1,0,12,9,6,2,1,0,12,9,6,2,1
0,2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,2,0,1,1
29,11,2,2,0,0,0,0,0,29,11,2,2,0,0,29,11,2,2,1
2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,0,0,1
6,1,2,2,0,0,0,0,0,6,1,2,2,0,0,6,1,2,2,1
13,1,2,1,0,0,0,0,0,13,1,2,1,0,0,13,1,2,1,1
66,43,29,18,8,11,6,1,0,66,43,29,18,8,11,66,43,29,18,1
26,19,8,15,14,18,5,1,1,26,19,8,15,14,18,26,19,8,15,1
84,46,44,43,51,41,21,7,0,84,46,44,43,51,41,84,46,44,43,1
23,21,6,5,6,1,1,0,0,23,21,6,5,6,1,23,21,6,5,1
4,2,1,1,0,0,0,0,0,4,2,1,1,0,0,4,2,1,1,1
11,7,4,3,0,2,0,0,0,11,7,4,3,0,2,11,7,4,3,1
4,5,2,0,0,1,1,0,0,4,5,2,0,0,1,4,5,2,0,1
12,7,6,1,1,0,0,0,0,12,7,6,1,1,0,12,7,6,1,1
23,9,8,5,4,0,0,0,0,23,9,8,5,4,0,23,9,8,5,1
13,6,0,3,0,0,0,0,0,13,6,0,3,0,0,13,6,0,3,1
11,5,2,2,1,4,1,0,0,11,5,2,2,1,4,11,5,2,2,1
1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
13,2,5,2,2,6,1,1,0,13,2,5,2,2,6,13,2,5,2,1
27,20,16,8,8,4,0,0,0,27,20,16,8,8,4,27,20,16,8,1
7,2,2,5,2,1,0,0,0,7,2,2,5,2,1,7,2,2,5,1
29,21,9,17,8,1,0,0,0,29,21,9,17,8,1,29,21,9,17,1
130,42,27,16,5,2,1,0,1,130,42,27,16,5,2,130,42,27,16,1
98,24,12,6,1,0,0,0,0,98,24,12,6,1,0,98,24,12,6,1
73,18,7,1,4,0,0,0,0,73,18,7,1,4,0,73,18,7,1,1
11,1,0,0,0,1,0,0,0,11,1,0,0,0,1,11,1,0,0,1
85,30,4,3,5,0,3,0,0,85,30,4,3,5,0,85,30,4,3,1
16,3,2,1,0,0,0,0,0,16,3,2,1,0,0,16,3,2,1,1
123,27,18,11,9,3,5,1,0,123,27,18,11,9,3,123,27,18,11,1
10,5,0,0,0,0,0,0,0,10,5,0,0,0,0,10,5,0,0,1
150,32,11,10,5,3,1,1,0,150,32,11,10,5,3,150,32,11,10,1
40,3,1,0,0,0,0,0,0,40,3,1,0,0,0,40,3,1,0,1
133,48,24,11,5,1,4,1,0,133,48,24,11,5,1,133,48,24,11,1
37,9,3,8,0,1,0,0,0,37,9,3,8,0,1,37,9,3,8,1
101,33,17,6,3,1,2,0,0,101,33,17,6,3,1,101,33,17,6,1
50,16,4,0,2,0,1,0,0,50,16,4,0,2,0,50,16,4,0,1
76,20,16,4,4,3,0,0,0,76,20,16,4,4,3,76,20,16,4,1
44,3,1,0,0,0,0,0,0,44,3,1,0,0,0,44,3,1,0,1
227,95,31,13,9,3,0,0,1,227,95,31,13,9,3,227,95,31,13,1
155,32,10,5,0,0,0,0,0,155,32,10,5,0,0,155,32,10,5,1
175,56,23,5,10,3,5,2,0,175,56,23,5,10,3,175,56,23,5,1
138,29,17,5,4,1,0,0,1,138,29,17,5,4,1,138,29,17,5,1
140,36,19,6,5,3,2,0,1,140,36,19,6,5,3,140,36,19,6,1
60,19,12,7,4,2,1,1,0,60,19,12,7,4,2,60,19,12,7,1
94,33,13,8,5,2,2,2,3,94,33,13,8,5,2,94,33,13,8,1
9,0,4,0,0,0,0,0,0,9,0,4,0,0,0,9,0,4,0,1
69,18,9,3,3,2,0,0,0,69,18,9,3,3,2,69,18,9,3,1
22,4,1,0,0,0,0,0,0,22,4,1,0,0,0,22,4,1,0,1
109,36,16,9,3,3,5,3,1,109,36,16,9,3,3,109,36,16,9,1
74,9,4,1,0,0,0,0,0,74,9,4,1,0,0,74,9,4,1,1
266,92,35,13,2,4,2,0,0,266,92,35,13,2,4,266,92,35,13,1
96,10,2,2,0,0,0,0,0,96,10,2,2,0,0,96,10,2,2,1
48,18,11,0,3,1,0,1,0,48,18,11,0,3,1,48,18,11,0,1
18,1,6,0,1,0,0,0,0,18,1,6,0,1,0,18,1,6,0,1
73,27,7,7,6,2,0,3,0,73,27,7,7,6,2,73,27,7,7,1
27,4,1,2,0,0,0,0,0,27,4,1,2,0,0,27,4,1,2,1
125,44,21,11,7,3,2,4,3,125,44,21,11,7,3,125,44,21,11,1
49,9,2,0,1,0,0,0,0,49,9,2,0,1,0,49,9,2,0,1
108,38,19,10,5,2,0,5,0,108,38,19,10,5,2,108,38,19,10,1
70,6,0,2,0,0,0,0,0,70,6,0,2,0,0,70,6,0,2,1
158,35,20,9,5,3,2,3,1,158,35,20,9,5,3,158,35,20,9,1
65,9,1,2,0,0,0,0,0,65,9,1,2,0,0,65,9,1,2,1
83,24,14,8,3,2,1,0,0,83,24,14,8,3,2,83,24,14,8,1
33,2,2,1,0,0,0,0,0,33,2,2,1,0,0,33,2,2,1,1
258,103,52,19,7,6,4,2,0,258,103,52,19,7,6,258,103,52,19,1
249,53,22,16,3,2,0,0,0,249,53,22,16,3,2,249,53,22,16,1
109,33,21,9,5,2,1,2,0,109,33,21,9,5,2,109,33,21,9,1
48,4,1,2,0,0,0,0,0,48,4,1,2,0,0,48,4,1,2,1
125,30,22,4,0,3,2,1,0,125,30,22,4,0,3,125,30,22,4,1
52,9,5,0,0,0,0,0,0,52,9,5,0,0,0,52,9,5,0,1
95,18,9,2,3,0,2,0,0,95,18,9,2,3,0,95,18,9,2,1
61,4,2,1,0,0,0,0,0,61,4,2,1,0,0,61,4,2,1,1
111,43,22,8,8,6,5,4,0,111,43,22,8,8,6,111,43,22,8,1
38,6,2,0,0,0,0,0,0,38,6,2,0,0,0,38,6,2,0,1
154,37,19,12,6,3,0,0,0,154,37,19,12,6,3,154,37,19,12,1
44,10,4,0,0,0,0,0,0,44,10,4,0,0,0,44,10,4,0,1
108,27,8,4,0,1,0,2,0,108,27,8,4,0,1,108,27,8,4,1
77,10,1,0,0,0,0,0,0,77,10,1,0,0,0,77,10,1,0,1
68,12,5,1,1,0,0,0,0,68,12,5,1,1,0,68,12,5,1,1
11,1,0,0,0,0,0,0,0,11,1,0,0,0,0,11,1,0,0,1
52,5,1,0,0,0,0,0,0,52,5,1,0,0,0,52,5,1,0,1
45,4,1,0,0,0,0,0,0,45,4,1,0,0,0,45,4,1,0,1
84,23,6,3,3,2,0,0,0,84,23,6,3,3,2,84,23,6,3,1
20,8,2,1,0,0,0,0,0,20,8,2,1,0,0,20,8,2,1,1
80,21,4,2,1,1,0,0,0,80,21,4,2,1,1,80,21,4,2,1
14,4,1,0,0,0,0,0,0,14,4,1,0,0,0,14,4,1,0,1
51,14,6,3,1,0,0,0,0,51,14,6,3,1,0,51,14,6,3,1
35,6,4,0,0,0,0,0,0,35,6,4,0,0,0,35,6,4,0,1
148,29,5,4,2,0,1,0,0,148,29,5,4,2,0,148,29,5,4,1
131,23,6,1,0,0,0,0,0,131,23,6,1,0,0,131,23,6,1,1
79,18,10,3,1,2,1,0,0,79,18,10,3,1,2,79,18,10,3,1
7,1,0,0,0,0,0,0,0,7,1,0,0,0,0,7,1,0,0,1
74,19,4,3,1,3,0,0,0,74,19,4,3,1,3,74,19,4,3,1
12,2,2,1,0,0,0,0,0,12,2,2,1,0,0,12,2,2,1,1
65,16,2,1,0,0,0,0,0,65,16,2,1,0,0,65,16,2,1,1
50,2,1,1,0,0,0,0,0,50,2,1,1,0,0,50,2,1,1,1
133,24,6,2,0,0,0,0,0,133,24,6,2,0,0,133,24,6,2,1
25,1,0,1,0,0,0,0,0,25,1,0,1,0,0,25,1,0,1,1
94,19,7,1,1,0,1,0,0,94,19,7,1,1,0,94,19,7,1,1
48,4,0,0,0,0,0,0,0,48,4,0,0,0,0,48,4,0,0,1
46,10,3,4,0,0,0,0,0,46,10,3,4,0,0,46,10,3,4,1
19,4,0,0,0,0,0,0,0,19,4,0,0,0,0,19,4,0,0,1
62,10,10,2,0,0,0,0,0,62,10,10,2,0,0,62,10,10,2,1
53,4,1,0,0,0,0,0,0,53,4,1,0,0,0,53,4,1,0,1
110,20,5,0,1,1,0,0,0,110,20,5,0,1,1,110,20,5,0,1
51,6,0,0,0,0,0,0,0,51,6,0,0,0,0,51,6,0,0,1
64,14,2,2,0,0,0,0,0,64,14,2,2,0,0,64,14,2,2,1
54,8,1,0,0,1,0,0,0,54,8,1,0,0,1,54,8,1,0,1
161,47,10,7,1,3,0,1,0,161,47,10,7,1,3,161,47,10,7,1
41,1,1,0,0,0,0,0,0,41,1,1,0,0,0,41,1,1,0,1
66,20,8,1,4,1,0,0,0,66,20,8,1,4,1,66,20,8,1,1
5,3,1,0,0,0,0,0,0,5,3,1,0,0,0,5,3,1,0,1
107,21,7,1,0,1,1,0,0,107,21,7,1,0,1,107,21,7,1,1
96,10,5,1,0,0,0,0,0,96,10,5,1,0,0,96,10,5,1,1
57,17,10,2,0,1,1,0,0,57,17,10,2,0,1,57,17,10,2,1
13,5,1,1,1,0,0,0,0,13,5,1,1,1,0,13,5,1,1,1
66,8,3,2,0,1,0,0,0,66,8,3,2,0,1,66,8,3,2,1
98,16,0,0,0,0,0,0,0,98,16,0,0,0,0,98,16,0,0,1
